tradspell,augmented,freq,rank
swansea,swansêà,9133,0.00682
flush,fluŝħ,9134,0.00681
deception,dėçepţìòn,9135,0.00681
senator,senátòŕ,9136,0.00681
depicted,dėpictėd,9137,0.00681
daft,daft,9138,0.00681
poised,pσìśèd,9139,0.00681
apology,ápolóĝý,9140,0.00681
doses,dôsėś,9141,0.00681
tate,tâtè,9142,0.00681
giants,ĝîánts,9143,0.00681
islam,islām,9144,0.0068
premiums,prêmïumś,9145,0.0068
speculative,specûlátivè,9147,0.0068
resolutions,reśólüţìònś,9148,0.0068
unpredictable,unprėdictáblè,9149,0.0068
erika,eriká,9150,0.00679
mexican,mexícán,9151,0.00679
taxpayers,taxpây0èŕś,9152,0.00679
cement,çément,9153,0.00679
amp,amp,9154,0.00679
locality,lôcalítý,9155,0.00678
worms,wòŕmś,9156,0.00678
caps,caps,9157,0.00678
onion,ónĩón,9158,0.00678
confirms,cónfìŕmś,9159,0.00678
therapist,πħerápist,9160,0.00678
playground,plây0grõùnd,9161,0.00678
wilderness,wildèŕnéss0,9162,0.00678
renowned,rėnõwnèd,9163,0.00678
rumour,rümòùŕ,9164,0.00677
terminology,tèŕminolóĝý,9165,0.00677
singers,siñg0èŕś,9166,0.00676
supplements,supp0léménts,9167,0.00676
referral,rėfeŕrál,9168,0.00676
piled,pîlèd,9169,0.00676
thermal,πħèŕmál,9170,0.00676
radar,râdār,9172,0.00676
dickens,dick0énś,9173,0.00676
therapeutic,πħerápèûtic,9174,0.00676
apt,apt,9176,0.00676
transported,transpør#téd,9177,0.00676
irritation,irr0itâţìòn,9178,0.00676
pascoe,pascôè,9179,0.00676
sustainable,sustâìnáblè,9181,0.00676
herd,hèŕd,9183,0.00675
blows,blôw0ś,9184,0.00675
angus,añgus,9185,0.00675
proximity,proximítý,9186,0.00675
departed,dėpārtėd,9187,0.00675
marc,mārc,9188,0.00675
saves,sâvèś,9189,0.00675
enthusiasts,enπħüśïasts,9190,0.00675
brook,brōòk,9191,0.00674
kensington,kenśiñg0tón,9192,0.00674
grinning,grinn0iñg0,9193,0.00674
garment,gārmént,9194,0.00674
paradox,pãrádox,9195,0.00674
entitlement,entîtlèmént,9196,0.00674
legendary,leĝéndãrý,9197,0.00674
matilda,mátildá,9198,0.00674
severn,sevèŕn,9199,0.00674
punished,puniŝħèð,9200,0.00673
overtime,ôvèŕtîmè,9201,0.00673
chimney,ĉħimnêy0,9202,0.00673
anxiously,añxïòúslý,9203,0.00673
horns,hør#nś,9204,0.00673
inflammatory,inflamm0átør#ý,9205,0.00673
finland,finland,9206,0.00673
deficiency,dėfićiénçý,9207,0.00673
sliced,slîçèð,9208,0.00673
markedly,mārkédlý,9209,0.00672
hepatitis,hepátîtís,9210,0.00672
gloomy,glöòmý,9211,0.00672
risky,riský,9212,0.00672
um,um,9213,0.00672
dispersed,dispèŕsèð,9214,0.00672
catalogues,catáløgùèś,9215,0.00672
manifest,manífest,9216,0.00672
beforehand,bėfør#èhand,9217,0.00671
icy,îçý,9218,0.00671
probation,prôbâţìòn,9219,0.00671
gandhi,gāndħï,9220,0.00671
dementia,dėmenţïá,9221,0.00671
walsh,wålŝħ,9222,0.00671
warwick,wårwick0,9223,0.00671
uncovered,uncóvèŕèd,9224,0.0067
lens,lenś,9225,0.0067
secrecy,sêcréçý,9226,0.0067
cambodia,cambôdïá,9227,0.0067
jerked,jèŕkèð,9228,0.0067
richer,riĉħèŕ,9229,0.0067
midst,midst,9230,0.0067
granting,grantiñg0,9231,0.0067
kathleen,kaπħlêèn,9232,0.0067
meadow,meàdôw0,9233,0.0067
suburbs,subùŕbś,9234,0.00669
grouped,gröùpèð,9235,0.00669
panama,panámā,9236,0.00669
chuck,ĉħuck0,9237,0.00669
startling,stārtliñg0,9238,0.00669
nut,nut,9239,0.00669
allegiance,áll0êĝìánçè,9240,0.00669
proposes,própôśėś,9241,0.00669
farmhouse,fārmhõùsè,9242,0.00669
tariff,tãríff0,9243,0.00669
prescription,préscripţìòn,9244,0.00669
marker,mārkèŕ,9245,0.00669
ineffective,inėff0ectivè,9247,0.00669
exterior,ėxtėrïòŕ,9248,0.00669
relational,rêlâţìònál,9249,0.00668
doorstep,døòŕstep,9250,0.00668
nucleus,nüclêus,9251,0.00668
harmless,hārmléss0,9252,0.00668
cocaine,côcâìnè,9253,0.00668
ribbon,ribb0ón,9254,0.00668
suburban,subùŕbán,9255,0.00668
uncommon,uncomm0ón,9256,0.00668
knives,k0nîvèś,9257,0.00668
pinned,pinn0èd,9259,0.00668
communicating,cómm0ûnícâtiñg0,9260,0.00667
recipient,réçipïént,9261,0.00667
balancing,balánçiñg0,9263,0.00667
melanie,melánïè,9264,0.00667
intellectuals,intéll0ecťüálś,9265,0.00667
quotation,qυôtâţìòn,9266,0.00667
afghanistan,afgħanístan,9267,0.00667
tactical,tacticál,9268,0.00667
webb,webb0,9270,0.00666
understands,undèŕstandś,9271,0.00666
sour,sõùŕ,9272,0.00666
scan,scan,9273,0.00666
headline,heàdlînè,9274,0.00666
sleeves,slêèvèś]]0],9275,0.00666
instincts,instiñcts,9276,0.00666
retrieval,rėtrïèvál,9277,0.00666
debated,débâtėd,9278,0.00666
spider,spîdèŕ,9279,0.00665
nancy,nançý,9280,0.00665
polar,pôlàŕ,9281,0.00665
catches,catĉħėś,9282,0.00665
bernice,bèŕnïçè,9283,0.00665
trainees,trâìnêèś,9284,0.00665
treaties,trêàtïèś,9285,0.00665
pauline,påùlïnè,9286,0.00665
costume,costümè,9288,0.00664
hesitation,heśítâţìòn,9291,0.00664
cairo,càîrô,9292,0.00664
navigation,navígâţìòn,9293,0.00664
obsession,óbseŝŝ0ìòn,9294,0.00664
hostages,hostáĝéś,9295,0.00663
terrific,tèŕr0ific,9296,0.00663
deed,dêèd,9297,0.00663
drums,drumś,9298,0.00662
regression,régreŝŝ0ìòn,9299,0.00662
acceleration,acçelérâţìòn,9300,0.00662
acoustic,ácöùstic,9301,0.00662
climax,clîmax,9302,0.00662
immensely,imm0ensèlý,9304,0.00662
recipes,reçípêś,9305,0.00662
baked,bâkèð,9306,0.00662
rigorous,rigòŕous,9308,0.00662
murders,mùŕdèŕś,9309,0.00662
restless,restléss0,9310,0.00662
wolves,wōlvèś,9311,0.00662
gestures,ĝesťùŕèś,9312,0.00661
famine,famínè,9313,0.00661
tag,tag,9314,0.00661
indemnity,indemnítý,9315,0.00661
disappearance,disápp0ėáránçè,9316,0.00661
lightweight,lîg0ħtweig0ħt,9317,0.0066
determines,dėtèŕmínèś,9318,0.0066
disturbances,distùŕbánçėś,9319,0.0066
lambert,lambèŕt,9320,0.0066
disgust,disgust,9321,0.0066
roar,røàŕ,9322,0.0066
lateral,laterál,9323,0.0066
quinn,qυinn0,9324,0.0066
emphasize,emþħásîzè,9325,0.00659
ale,âlè,9326,0.00659
accountable,ácc0õùntáblè,9327,0.00659
toe,tôè,9328,0.00659
queries,qυ.érïèś,9329,0.00659
melt,melt,9330,0.00659
outrage,õùtrâĝè,9331,0.00658
weigh,weig0ħ,9332,0.00658
dive,dîvè,9333,0.00658
drilling,drill0iñg0,9334,0.00658
zimbabwe,zimbābwĕ,9335,0.00658
norton,nør#tón,9336,0.00658
beta,bĕtá,9337,0.00658
spacious,spâćióùs,9338,0.00658
vector,vectòŕ,9339,0.00658
switches,switĉħėś,9340,0.00658
cor,cør#,9341,0.00658
pledge,pledĝè,9342,0.00658
beirut,beirüt,9343,0.00658
roland,rôlánd,9344,0.00658
meaningless,mêàniñg0léss0,9345,0.00658
affinity,áff0inítý,9347,0.00657
shaping,ŝħâpiñg0,9348,0.00657
jar,jār,9349,0.00657
sprang,sprañg0,9351,0.00657
confess,cónfess0,9352,0.00657
berkshire,bèŕkŝħìŕè,9354,0.00657
correction,còŕr0ecţìòn,9355,0.00657
tricky,trick0ý,9356,0.00656
crust,crust,9357,0.00656
bowler,bôw0lèŕ,9358,0.00656
backward,back0wàŕd,9359,0.00656
motions,môţìònś,9360,0.00656
commanding,cómm0andiñg0,9361,0.00655
watt,wātt0,9362,0.00655
latent,lâtént,9363,0.00655
philosophers,þħílosóþħèŕś,9364,0.00655
proudly,prõùdlý,9365,0.00655
clusters,clustèŕś,9366,0.00655
bedford,bedfòŕd,9367,0.00655
alas,álas,9368,0.00655
haven,hâvén,9369,0.00655
fascist,faŝc0íst,9370,0.00655
expelled,ėxpell0èd,9371,0.00655
weeping,wêèpiñg0,9372,0.00654
clung,cluñg0,9373,0.00654
inspect,inspect,9375,0.00654
attendant,átt0endánt,9376,0.00654
lime,lîmè,9377,0.00654
defenders,dėfendèŕś,9378,0.00654
cannon,cann0ón,9379,0.00654
balances,balánçėś,9380,0.00654
vauxhall,vāùxhåll0,9381,0.00654
confidentiality,confídenťïalítý,9382,0.00654
oscar,øscàŕ,9383,0.00654
landscapes,landscâpès,9385,0.00653
asthma,aśt0ħmá,9386,0.00653
diabetes,dîábêtêś,9388,0.00653
impetus,impétus,9389,0.00653
imagery,imáĝèrý,9390,0.00653
commenced,cómm0ençèð,9391,0.00653
stretches,stretĉħėś,9392,0.00653
dome,dômè,9393,0.00652
traded,trâdėd,9394,0.00652
eleventh,ėlevénπħ,9395,0.00652
focuses,fôcusėś,9396,0.00652
insult,insult,9398,0.00652
solvent,solvént,9399,0.00652
frankie,frañkïè,9400,0.00652
commercially,cómm0èŕćiáll0ý,9401,0.00652
earnest,èàŕnėst,9402,0.00652
portrayed,pør#trây0èd,9403,0.00652
newsletter,nëw0ślett0èŕ,9404,0.00652
mapping,mapp0iñg0,9405,0.00652
filing,fîliñg0,9406,0.00651
impaired,impãìŕèd,9407,0.00651
presumed,prėśümèd,9408,0.00651
kenny,kenn0ý,9409,0.00651
rebecca,rébecc0á,9410,0.00651
retailer,rêtâìlèŕ,9411,0.00651
extensions,ėxtenŝìònś,9412,0.00651
balloon,báll0öòn,9414,0.00651
fascism,faŝc0iśm,9415,0.00651
rails,râìlś,9416,0.00651
monuments,monûménts,9417,0.0065
gleaming,glêàmiñg0,9419,0.0065
disbelief,disbėlïèf,9420,0.0065
rehearsal,rėhèàŕsál,9421,0.0065
warsaw,wårsåw0,9422,0.0065
stalin,stālín,9423,0.0065
lethal,lêπħál,9424,0.0065
manages,manáĝėś,9425,0.0065
registrar,reĝistrār,9428,0.0065
thee,τħêè,9430,0.0065
sexy,sexý,9431,0.0065
distortion,distør#ţìòn,9432,0.0065
indoors,indøòŕś,9433,0.00649
owes,ôw0èś,9434,0.00649
attic,att0ic,9436,0.00649
graphical,graþħicál,9437,0.00649
duodenal,düódênál,9438,0.00649
brackets,brack0ėts,9439,0.00649
innings,inn0iñg0ś,9440,0.00649
bidding,bidd0iñg0,9441,0.00649
pioneer,pîónėèr,9442,0.00649
atmospheric,atmósþħeric,9443,0.00648
melody,melódý,9444,0.00648
mattered,matt0èŕèd,9445,0.00648
beams,bêàmś,9446,0.00648
tenure,tenûrè,9447,0.00648
contaminated,cóntamínâtėd,9448,0.00648
limb,limb0,9449,0.00648
wrongly,w0røñg0lý,9450,0.00648
connecting,cónn0ectiñg0,9451,0.00648
drawers,dråw0èrś,9452,0.00648
recruits,récrüìts,9453,0.00648
relies,rėlîèś,9454,0.00648
heathrow,hêàπħrôw0,9455,0.00648
temples,templèś,9456,0.00648
idiot,idïót,9457,0.00648
constraint,cónstrâìnt,9459,0.00648
fascination,fasc0ínâţìòn,9460,0.00648
coincide,côinçîdè,9461,0.00647
obedience,ôbêdïénçè,9462,0.00647
shortages,ŝħør#táĝėś,9463,0.00647
rays,rây0ś,9464,0.00647
intrinsic,intrinsic,9465,0.00647
ashore,áŝħør#è,9466,0.00647
glossy,gløss0ý,9467,0.00647
eden,êdén,9468,0.00647
sends,sendś,9469,0.00647
potter,pott0èŕ,9470,0.00647
loosely,löòsèlý,9471,0.00647
clenched,clenĉħèð,9473,0.00646
signalled,signáll0èd,9474,0.00646
oval,ôvál,9475,0.00646
outward,õùtwàŕd,9476,0.00646
alarming,álārmiñg0,9477,0.00646
quarterly,qυårtèŕlý,9478,0.00646
verge,vèŕĝè,9479,0.00646
hierarchical,hîèrārcħícál,9480,0.00646
aston,astón,9481,0.00646
inconsistent,incónsistént,9485,0.00645
starving,stārviñg0,9486,0.00645
liking,lîkiñg0,9487,0.00645
ruthless,rüπħléss0,9488,0.00645
wrap,w0rap,9489,0.00645
entertain,entèŕtâìn,9490,0.00645
calculating,calcûlâtiñg0,9491,0.00645
ditch,ditĉħ,9492,0.00644
outlines,õùtlînèś,9493,0.00644
obstacle,obstáclè,9494,0.00644
moors,mōòrś,9496,0.00644
countless,cõùntléss0,9497,0.00644
henderson,hendèŕsón,9498,0.00644
learner,lèàŕnèŕ,9499,0.00644
widening,wîdéniñg0,9500,0.00644
knitted,k0nitt0ėd,9502,0.00644
novelist,novélíst,9503,0.00644
skeleton,skelétón,9504,0.00643
ghosts,għôsts,9505,0.00643
drought,drõùg0ħt,9507,0.00643
victories,victòŕïèś,9508,0.00643
swap,swāp,9509,0.00643
spoil,spσìl,9510,0.00643
induce,indüçè,9511,0.00643
radius,râdïus,9513,0.00643
centrally,çentráll0ý,9514,0.00643
grasped,graspèð,9515,0.00643
alley,all0êy0,9516,0.00642
unpopular,unpopûlàŕ,9517,0.00642
arrogant,ãrr0ógánt,9518,0.00642
staggered,stagg0èŕèd,9519,0.00642
drifting,driftiñg0,9520,0.00642
barclays,bārclàýś,9521,0.00642
housewife,hõùsèwîfè,9522,0.00642
marshal,mārŝħál,9523,0.00642
calf,cal0f,9524,0.00642
simultaneous,sîmultânêous,9525,0.00642
downs,dõw0nś,9526,0.00642
sworn,swør#n,9527,0.00642
sung,suñg0,9528,0.00642
entities,entitïèś,9529,0.00642
glittering,glitt0ériñg0,9530,0.00642
ranged,rânĝèd,9531,0.00641
confession,cónfeŝŝ0ìòn,9532,0.00641
defines,dėfînèś,9533,0.00641
coarse,cøàŕsè,9534,0.00641
shillings,ŝħill0iñg0ś,9535,0.00641
militant,milítánt,9536,0.00641
overwhelmed,ôvèŕwħelmèd,9537,0.00641
tooth,töòπħ,9538,0.00641
trailing,trâìliñg0,9539,0.00641
compassion,cómpaŝŝ0ìòn,9540,0.00641
regulate,regûlâtè,9541,0.00641
mutually,mûťüáll0ý,9542,0.0064
conquest,coñqυest,9543,0.0064
rubbing,rubb0iñg0,9544,0.0064
encounters,ėncõùntèŕś,9545,0.0064
cecil,çêçíl,9546,0.0064
hans,hāns,9547,0.0064
consciously,conŝc0ióùslý,9548,0.0064
disputed,dispûtėd,9549,0.0064
massage,máss0āg2è,9550,0.0064
peach,pêàĉħ,9551,0.0064
dam,dam,9552,0.0064
skirts,skìŕts,9553,0.0064
jaws,jåw0ś,9554,0.00639
italians,italĩánś,9555,0.00639
disposition,dispóśiţìòn,9556,0.00639
bangor,bañgòŕ,9557,0.00639
reservation,reśèŕvâţìòn,9558,0.00639
click,click0,9561,0.00639
ginger,ĝinĝèŕ,9562,0.00639
crane,crânè,9563,0.00638
wheelchair,wħêèlĉħãìŕ,9564,0.00638
skies,skîèś,9565,0.00638
alton,åltón,9566,0.00638
picks,pick0s,9567,0.00638
circulated,çìŕcûlâtėd,9568,0.00638
fares,fãrèś,9569,0.00638
immunity,imm0ûnítý,9570,0.00638
spells,spell0ś,9571,0.00638
expresses,ėxpress0ėś,9572,0.00638
spectacle,spectáclè,9573,0.00637
arrears,àŕr0ėàŕś,9574,0.00637
employs,ėmplσy0ś,9575,0.00637
doomed,döòmèd,9576,0.00637
daisy,dâìśý,9578,0.00637
embodied,ėmbodïèd,9579,0.00637
advocates,advócátès--HETERONYM--advócâtès,9580,0.00637
bald,båld,9581,0.00636
motors,môtòŕś,9582,0.00636
buzz,buzz0,9583,0.00636
contamination,cóntamínâţìòn,9584,0.00636
skins,skinś,9585,0.00636
thoughtful,πħøùg0ħtful,9586,0.00636
leigh,lêìg0ħ,9587,0.00636
conveniently,cónvênĩéntlý,9588,0.00636
arguably,ārgûáblý,9589,0.00636
fourteenth,føùŕtêènπħ,9591,0.00635
incompatible,incómpatíblè,9593,0.00635
jake,jâkè,9594,0.00635
imitation,imítâţìòn,9595,0.00635
collision,cóll0iŝìón,9596,0.00635
filters,filtèŕś,9597,0.00635
ripe,rîpè,9599,0.00634
slump,slump,9600,0.00634
heavens,heàvénś,9601,0.00634
advancing,ádvançiñg0,9602,0.00634
louder,lõùdèŕ,9603,0.00634
disturb,distùŕb,9604,0.00634
cultivated,cultivâtėd,9605,0.00634
nanny,nann0ý,9606,0.00634
supplemented,supp0lémentéd,9607,0.00634
apartments,ápārtménts,9608,0.00633
monk,móñk,9609,0.00633
darren,dārr0én,9610,0.00633
aided,âìdėd,9611,0.00633
prohibited,prôhibítéd,9613,0.00633
gateway,gâtèwây0,9614,0.00633
anglican,añglícán,9615,0.00633
muddy,mudd0ý,9616,0.00633
discontent,discóntent,9617,0.00632
preoccupied,prêocc0ûpîèd,9618,0.00632
tolerate,tolérâtè,9619,0.00632
participant,pārtiçípánt,9620,0.00632
spouse,spõùsè,9621,0.00632
petroleum,pétrôlêum,9622,0.00632
fists,fists,9623,0.00632
finite,fînîtè,9624,0.00632
photographers,þħótográþħèŕś,9625,0.00632
hooked,hōòkèð,9626,0.00632
combines,cómbînèś,9627,0.00632
amanda,ámandá,9628,0.00632
echoes,ecħôèś,9629,0.00632
organizing,ør#gánîziñg0,9630,0.00632
mare,mãrè,9631,0.00631
abundance,ábundánçè,9632,0.00631
statutes,staťütès,9634,0.00631
kohl,kôħl,9635,0.00631
triggered,trigg0èŕèd,9637,0.00631
palms,pāl0mś,9638,0.00631
extremes,ėxtrêmèś,9639,0.00631
variance,vãrïánçè,9640,0.00631
developmental,dėvelópmentál,9641,0.00631
governmental,gővèŕn0mentál,9642,0.00631
scanning,scann0iñg0,9643,0.00631
reformers,rėfør#mèŕś,9644,0.0063
tenancy,tenánçý,9645,0.0063
seals,sêàlś,9646,0.0063
responsive,rėsponsivè,9648,0.0063
guitarist,gùitāríst,9649,0.0063
mickey,mick0êy0,9651,0.0063
distressed,distress0èð,9652,0.00629
insulin,insulín,9654,0.00629
bedside,bedsîdè,9655,0.00629
banbury,banburý,9656,0.00629
munich,mûnicħ,9657,0.00629
blazing,blâziñg0,9658,0.00629
planets,planéts,9659,0.00629
cornelius,cør#nêlĩus,9661,0.00629
filming,filmiñg0,9662,0.00629
ronald,ronáld,9663,0.00629
shivered,ŝħivèŕèd,9664,0.00629
massacre,mass0ácrè,9665,0.00628
lowering,lôw0ériñg0,9666,0.00628
dashed,daŝħèð,9667,0.00628
lili,lilï,9668,0.00628
inspectorate,inspectòŕátè,9669,0.00628
dedication,dedícâţìòn,9670,0.00628
attacker,átt0ack0èŕ,9671,0.00628
propositions,propóśiţìònś,9672,0.00628
greenpeace,grêènpêàçè,9673,0.00627
gorgeous,gør#ĝeóùs,9675,0.00627
cox,cox,9676,0.00627
conductor,cónductòŕ,9677,0.00627
mildly,mîldlý,9678,0.00627
unsure,unŝūrè,9679,0.00627
impress,impress0,9680,0.00627
straightened,strâìg0ħténèd,9681,0.00627
graves,grâvèś,9682,0.00627
peas,pêàś,9683,0.00627
oldham,ôld'ħàm,9684,0.00627
microwave,mîcrówâvè,9685,0.00627
disliked,dislîkèð,9687,0.00626
elusive,ėlüsivè,9688,0.00626
campus,campus,9689,0.00626
mohammed,môhamm0ėd,9690,0.00626
emission,ėmiŝŝ0ìòn,9691,0.00626
reproduce,rêpródüçè,9692,0.00626
goat,gôàt,9693,0.00626
clerks,clèŕks,9694,0.00625
edged,edĝèd,9695,0.00625
henley,henlêy0,9696,0.00625
piles,pîlèś,9697,0.00625
carlos,cārlôs,9698,0.00625
suspicions,suspićiónś,9699,0.00625
sucked,suck0èð,9701,0.00625
lou,löù,9702,0.00625
summed,summ0èd,9703,0.00625
rim,rim,9704,0.00625
parishes,pariŝħėś,9705,0.00625
noun,nõùn,9706,0.00625
rationality,raţìònalitý,9707,0.00625
mirrors,mirr0òŕ0ś,9708,0.00625
instinctively,instiñctivèlý,9709,0.00625
curls,cùŕlś,9710,0.00625
tomb,tömb0,9711,0.00624
mandy,mandý,9712,0.00624
scarborough,scārbòŕôùg0ħ,9713,0.00624
peninsula,péninsulá,9714,0.00624
outrageous,õùtrâĝeóùs,9716,0.00624
salvador,salvádør#,9717,0.00624
drunken,druñkén,9718,0.00624
granny,grann0ý,9720,0.00623
muscular,muscûlàŕ,9721,0.00623
diabetic,dîábetic,9722,0.00623
sober,sôbèŕ,9723,0.00623
tribes,trîbèś,9724,0.00623
unofficial,unóff0ićiál,9725,0.00623
performers,pèŕfør#mèŕś,9726,0.00623
floated,flôàtėd,9727,0.00623
slate,slâtè,9729,0.00622
musician,mûśićián,9730,0.00622
circuits,çìŕcuíts,9731,0.00622
bland,bland,9732,0.00622
kitchens,kitĉħénś,9733,0.00622
rejecting,rėjectiñg0,9736,0.00622
rocket,rock0ét,9737,0.00622
regeneration,rêĝenérâţìòn,9738,0.00622
generosity,ĝenèŕosítý,9739,0.00622
leonora,lêónør#á,9740,0.00622
malta,måltá,9742,0.00622
reminiscent,remínisc0ént,9743,0.00622
authoritative,auπħør#ítâtivè,9744,0.00622
sensory,sensòŕý,9745,0.00622
undesirable,undėśîráblè,9746,0.00622
schedules,scħeδülèś,9747,0.00622
pearce,pėàŕçè,9749,0.00621
derives,dėrîvèś,9751,0.00621
stan,stan,9753,0.00621
serbia,sèŕbïá,9754,0.00621
dwarf,dwårf,9755,0.00621
wastes,wâstès,9757,0.00621
hart,hārt,9758,0.0062
intending,intendiñg0,9759,0.0062
mars,mārś,9760,0.0062
outgoing,õùtgôiñg0,9761,0.0062
greeting,grêètiñg0,9762,0.0062
fletcher,fletĉħèŕ,9763,0.0062
electrons,ėlectronś,9764,0.0062
theatrical,πħêatricál,9765,0.0062
twisting,twistiñg0,9766,0.0062
melting,meltiñg0,9768,0.00619
deeds,dêèdś,9769,0.00619
sentiment,sentímént,9770,0.00619
mandate,mandâtè,9771,0.00619
pleasing,plêàśiñg0,9772,0.00619
counsellor,cõùnséll0òŕ,9773,0.00619
indifferent,indiff0èrént,9774,0.00619
variants,vãrïánts,9775,0.00619
romanian,rômânïán,9776,0.00619
supervised,süpèŕvîśèd,9777,0.00619
lied,lîèd,9778,0.00619
yugoslav,y0ûgôslāv,9779,0.00619
excuses,ėxcûsėś,9780,0.00619
boycott,bσy0cott0,9781,0.00619
query,qυêrý,9782,0.00619
committing,cómm0itt0iñg0,9783,0.00618
declaring,dėclãriñg0,9784,0.00618
undergo,undèŕgô,9786,0.00618
dusk,dusk,9787,0.00618
frances,françės,9788,0.00618
pleasures,pleàŝùŕèś,9789,0.00618
cables,câblèś,9790,0.00618
shrewsbury,ŝħrëw0śburý,9792,0.00618
admitting,ádmitt0iñg0,9794,0.00618
o.,ô.0,9795,0.00618
johnston,joħnstón,9796,0.00618
compass,cómpáss0,9797,0.00618
regain,rėgâìn,9798,0.00617
injustice,injustiçè,9799,0.00617
dental,dentál,9800,0.00617
monastery,monásterý,9801,0.00617
articulate,ārticûlâtè--HETERONYM--ārticûlátè,9802,0.00617
haul,håùl,9803,0.00617
medicines,medíçínèś,9804,0.00617
profoundly,prôfõùndlý,9805,0.00617
trainee,trâìnêè,9806,0.00617
peggy,pegg0ý,9807,0.00617
displaying,displây0iñg0,9808,0.00617
airfield,ãìŕfïèld,9809,0.00617
outskirts,õùtskìŕts,9810,0.00617
mellor,mell0òŕ,9811,0.00616
routines,röùtïnèś,9812,0.00616
redundancies,rėdundánçïèś,9814,0.00616
junk,juñk,9815,0.00616
disappearing,disápp0ėáriñg0,9816,0.00615
acquaintance,ácqυâìntánçè,9817,0.00615
profiles,prôfîlèś,9818,0.00615
explanatory,ėxplanátør#ý,9819,0.00615
ammunition,amm0ûniţìòn,9820,0.00615
cohen,côħén,9821,0.00615
spokeswoman,spôkèswōmán,9822,0.00615
broadcasts,brøàdcasts,9823,0.00615
pi,pî,9824,0.00615
corrupt,còŕrupt,9825,0.00614
admissions,ádmiŝŝ0ìònś,9826,0.00614
indifference,indiff0èrénçè,9827,0.00614
biting,bîtiñg0,9828,0.00614
ecstasy,ecstásý,9829,0.00614
chooses,ĉħöòśėś,9831,0.00614
furiously,fûrïòuslý,9832,0.00614
escaping,ėscâpiñg0,9833,0.00614
drafting,draftiñg0,9834,0.00613
bomber,bomb0èŕ,9835,0.00613
